"SmedID","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","annotations","tissue"
"SMED30031525",4.7568037939385e-87,0.294296766243147,0.242,0.084,1.60156826938115e-82,53,"Choline acetyltransferase","Neural"
"SMED30031540",0,0.753633557825707,0.431,0.004,0,53,"Neuropeptide-3","Neural"
"SMED30031540",0,0.36743074060232,0.278,0.004,0,65,"Neuropeptide-3","Neural"
"SMED30031553",0,0.430808380882833,0.384,0.022,0,19,NA,"Neural"
"SMED30031553",0,0.321163183130821,0.334,0.023,0,20,NA,"Neural"
"SMED30031553",0,0.609344716505685,0.421,0.026,0,79,NA,"Neural"
"SMED30031553",0,0.466324244521382,0.303,0.025,0,47,NA,"Neural"
"SMED30031568",0,0.313813187625857,0.298,0.003,0,17,"Cytochrome P450 CYP2","Epidermis"
"SMED30031603",0,0.375707384612972,0.386,0.002,0,52,"Transmembrane protease serine 9","Neural"
"SMED30031625",8.72824582450071e-10,-0.354814938280854,0.204,0.31,2.93871308665114e-05,79,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.30014736144186e-07,-0.301231154536507,0.219,0.31,0.00774436615123861,77,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",3.65827715824593e-88,-0.305371947530592,0.215,0.312,1.23170533640982e-83,10,"Collagen alpha-2(V) chain","Cathepsin"
"SMED30031625",5.72789177155134e-16,-0.365539469498847,0.202,0.31,1.92852388056362e-11,61,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",0,1.23376542204484,0.91,0.252,0,0,"Collagen alpha-2(V) chain","Muscle"
"SMED30031625",0,-0.490329539581634,0.171,0.323,0,2,"Collagen alpha-2(V) chain","Epidermis"
"SMED30031625",1.41999925975972e-22,-0.320909824817582,0.195,0.311,4.78099550768502e-18,49,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.08436293946111e-45,-0.346681244126072,0.198,0.311,7.01784158087162e-41,26,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.13063333284558e-61,-0.34949032397738,0.195,0.311,3.80672936835778e-57,20,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.49507707604778e-10,-0.281586237760497,0.229,0.31,5.03377500734526e-06,59,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",3.57858777829695e-20,-0.408075788132334,0.166,0.31,1.2048747190748e-15,66,"Collagen alpha-2(V) chain","Parenchymal"
"SMED30031625",0,0.434816613870233,0.698,0.306,0,24,"Collagen alpha-2(V) chain","Muscle"
"SMED30031625",3.243451384594e-09,-0.268540116208408,0.228,0.31,0.000109203764667895,63,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.97140671073324e-41,-0.447788737543192,0.143,0.311,6.63752925436775e-37,52,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",4.93311732159859e-22,-0.278213286466931,0.227,0.311,1.66093127100903e-17,31,"Collagen alpha-2(V) chain","Cathepsin"
"SMED30031625",6.37414969066865e-21,-0.362418270461482,0.199,0.311,2.14611245935123e-16,53,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.74401800446648e-29,-0.295701318372947,0.227,0.311,5.8719342192382e-25,22,"Collagen alpha-2(V) chain","Parenchymal"
"SMED30031625",1.01507035884589e-05,-0.255485173462784,0.248,0.31,0.341764039119823,65,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.19217938085764e-45,-0.375170893723677,0.19,0.311,7.3808487574096e-41,28,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.70688566822827e-142,-0.331240137910374,0.211,0.314,5.74691335635777e-138,5,"Collagen alpha-2(V) chain","Cathepsin"
"SMED30031625",4.61537024033668e-138,-0.406909846094409,0.167,0.313,1.55394900621896e-133,13,"Collagen alpha-2(V) chain","Epidermis"
"SMED30031625",2.61259916334246e-26,-0.341448608167103,0.199,0.311,8.79636012305773e-22,42,"Collagen alpha-2(V) chain","Parenchymal"
"SMED30031625",0.00037263462292684,-0.26083212949006,0.268,0.31,1,64,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",3.86942571678169e-17,-0.361830740303901,0.203,0.31,1.30279694458323e-12,60,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",3.47220456984508e-278,-0.449352420665106,0.162,0.315,1.16905655662114e-273,8,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",7.53260543293534e-16,-0.258286371972123,0.262,0.311,2.536152923215e-11,21,"Collagen alpha-2(V) chain","Epidermis"
"SMED30031625",2.88954644420875e-47,-0.312863942328978,0.211,0.311,9.72881392300644e-43,19,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",8.20874185713437e-19,-0.280444941151545,0.218,0.311,2.76380129587857e-14,41,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",4.83904667815576e-38,-0.322146965669254,0.178,0.311,1.62925862606826e-33,37,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.06184066412361e-29,-0.427811810675419,0.173,0.311,6.94201133203777e-25,56,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.84312364378175e-131,-0.327773796491352,0.214,0.314,9.57251299624877e-127,6,"Collagen alpha-2(V) chain","Intestine"
"SMED30031625",0,1.29379017158138,0.973,0.29,0,9,"Collagen alpha-2(V) chain","Muscle"
"SMED30031625",2.98997445820559e-31,-0.329520317844971,0.232,0.311,1.00669450033324e-26,23,"Collagen alpha-2(V) chain","Protonephridia"
"SMED30031625",6.06584513264937e-30,-0.334155669953865,0.215,0.311,2.04230939771172e-25,29,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.73965298416167e-05,-0.328427624889544,0.219,0.31,0.585723763237392,85,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.35127894999043e-06,-0.364454540921809,0.181,0.31,0.0791652109672279,87,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",0,-0.505998742962977,0.155,0.318,0,4,"Collagen alpha-2(V) chain","Stem Cells"
"SMED30031625",3.93071689324262e-147,-0.402878540659107,0.182,0.313,1.32343307078586e-142,11,"Collagen alpha-2(V) chain","Protonephridia"
"SMED30031625",8.76039582197398e-07,-0.298886642596969,0.221,0.31,0.0294953766930042,81,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",8.22945354579562e-11,-0.326443811322983,0.207,0.31,2.77077471433393e-06,71,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.24314139932458e-40,-0.310768126363485,0.234,0.311,4.18553277738593e-36,15,"Collagen alpha-2(V) chain","Intestine"
"SMED30031625",4.13898704816145e-127,-0.374238171590397,0.18,0.313,1.39355554924548e-122,12,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",0.00196231008078291,-0.276730474112982,0.267,0.31,1,78,"Collagen alpha-2(V) chain","Parenchymal"
"SMED30031625",3.58707202708349e-267,0.727093495713504,0.917,0.309,1.20773128079874e-262,73,"Collagen alpha-2(V) chain","Protonephridia"
"SMED30031625",1.65206941641121e-16,-0.365966980513865,0.197,0.31,5.56235251811491e-12,62,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",5.33234478825833e-88,-0.372901629799786,0.178,0.312,1.7953471667587e-83,17,"Collagen alpha-2(V) chain","Epidermis"
"SMED30031625",5.36971316390169e-08,-0.308936653943034,0.232,0.31,0.00180792872515406,70,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",7.86382797592348e-21,-0.34148971919378,0.205,0.311,2.64767224121368e-16,47,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.38648230169781e-14,-0.293151363729307,0.223,0.31,4.66814726158637e-10,48,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.91284617597729e-13,-0.302271427783015,0.217,0.31,6.44036178989792e-09,58,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.50682557876013e-36,-0.338936143182732,0.185,0.311,5.07333104112748e-32,35,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",2.83354139716103e-23,-0.35292427433649,0.195,0.311,9.54025053010148e-19,51,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",5.72038290092883e-196,-0.356365140347528,0.188,0.314,1.92599571891373e-191,7,"Collagen alpha-2(V) chain","Neural"
"SMED30031625",1.40993203773282e-06,-0.321039558917384,0.227,0.31,0.0474710017784263,80,"Collagen alpha-2(V) chain","Pharynx"
"SMED30031625",0,-0.554208071274298,0.125,0.32,0,3,"Collagen alpha-2(V) chain","Protonephridia"
"SMED30031625",5.43067662377368e-12,-0.39655008283786,0.157,0.31,1.82845451245836e-07,84,"Collagen alpha-2(V) chain","Parenchymal"
"SMED30031625",1.53335177099806e-35,-0.328057980382921,0.206,0.311,5.16264207777337e-31,27,"Collagen alpha-2(V) chain","Cathepsin"
"SMED30031632",0,0.768067050162506,0.536,0.001,0,55,"Intermediate filament protein","Cathepsin"
"SMED30031715",1.40324126677967e-121,0.443801223719441,0.664,0.357,4.72457302112045e-117,59,"Spectrin beta chain","Neural"
"SMED30031715",4.78065505020269e-131,0.402925673342855,0.69,0.357,1.60959874885274e-126,58,"Spectrin beta chain","Neural"
"SMED30031715",1.81312423150493e-169,0.428594180799028,0.686,0.357,6.10460797505394e-165,47,"Spectrin beta chain","Neural"
"SMED30031715",0,-0.273466251464943,0.186,0.365,0,5,"Spectrin beta chain","Cathepsin"
"SMED30031715",1.28903668885036e-124,0.464183131588041,0.697,0.357,4.34005762769028e-120,61,"Spectrin beta chain","Neural"
"SMED30031715",4.22745129954833e-52,0.430819179923578,0.72,0.358,1.42334057804493e-47,85,"Spectrin beta chain","Neural"
"SMED30031715",3.49381724090009e-104,0.394832170605805,0.685,0.358,1.17633332683865e-99,63,"Spectrin beta chain","Neural"
"SMED30031715",3.95906983034196e-93,0.325426488756773,0.623,0.357,1.33297922117783e-88,53,"Spectrin beta chain","Neural"
"SMED30031715",2.30969183916945e-182,0.500490646183413,0.673,0.357,7.77650145329962e-178,48,"Spectrin beta chain","Neural"
"SMED30031715",2.05158379964875e-67,0.255563229517965,0.535,0.357,6.90747749503738e-63,38,"Spectrin beta chain","Neural"
"SMED30031715",6.54458482983404e-86,0.378927958948066,0.646,0.358,2.20349626635682e-81,62,"Spectrin beta chain","Neural"
"SMED30031715",1.46134026915376e-166,-0.305698286156765,0.162,0.361,4.9201865522138e-162,17,"Spectrin beta chain","Epidermis"
"SMED30031715",2.14261639281133e-57,0.397739878312514,0.597,0.358,7.21397513295648e-53,70,"Spectrin beta chain","Neural"
"SMED30031715",3.270159925744e-144,0.62040911118406,0.816,0.358,1.10103014539875e-139,79,"Spectrin beta chain","Neural"
"SMED30031715",0,-0.369212254704627,0.136,0.379,0,2,"Spectrin beta chain","Epidermis"
"SMED30031715",0,0.442944584840992,0.722,0.346,0,8,"Spectrin beta chain","Neural"
"SMED30031715",3.13011912257556e-85,0.387052212707605,0.695,0.358,1.05387980737997e-80,71,"Spectrin beta chain","Neural"
"SMED30031715",1.2851444053241e-301,0.444557201935828,0.692,0.356,4.3269526982857e-297,29,"Spectrin beta chain","Neural"
"SMED30031715",1.56165110709071e-269,0.414113766034071,0.662,0.356,5.25792311246372e-265,28,"Spectrin beta chain","Neural"
"SMED30031715",0,0.462811948301563,0.776,0.354,0,20,"Spectrin beta chain","Neural"
"SMED30031715",0,-0.379352458168866,0.124,0.372,0,3,"Spectrin beta chain","Protonephridia"
"SMED30031715",0,0.476625165897285,0.701,0.354,0,19,"Spectrin beta chain","Neural"
"SMED30031715",0,0.71452263923628,0.794,0.357,0,51,"Spectrin beta chain","Neural"
"SMED30031715",0,0.67813345138316,0.851,0.355,0,37,"Spectrin beta chain","Neural"
"SMED30031715",0,0.461481787889158,0.761,0.344,0,7,"Spectrin beta chain","Neural"
"SMED30031715",6.42056294749008e-268,0.63163286254857,0.764,0.357,2.16173933879043e-263,54,"Spectrin beta chain","Neural"
"SMED30031715",3.23009120959017e-264,-0.334081644225437,0.143,0.362,1.08753940935692e-259,13,"Spectrin beta chain","Epidermis"
"SMED30031715",0,0.399440337510776,0.745,0.351,0,12,"Spectrin beta chain","Neural"
"SMED30031715",0,0.829467794278722,0.835,0.354,0,26,"Spectrin beta chain","Neural"
"SMED30031715",2.0077852018362e-113,0.388455131603948,0.679,0.357,6.76001199606229e-109,60,"Spectrin beta chain","Neural"
"SMED30031715",2.96576058075713e-34,0.504562477662633,0.679,0.358,9.98541929935117e-30,87,"Spectrin beta chain","Neural"
"SMED30031715",6.16456755218055e-159,0.408536674600001,0.68,0.357,2.07554824914367e-154,49,"Spectrin beta chain","Neural"
"SMED30031715",0,-0.274119337810649,0.214,0.366,0,4,"Spectrin beta chain","Stem Cells"
"SMED30031715",0,-0.263898248933065,0.186,0.365,0,6,"Spectrin beta chain","Intestine"
"SMED30031715",3.25725260358842e-49,0.331424150870102,0.649,0.358,1.09668437910219e-44,81,"Spectrin beta chain","Neural"
"SMED30031715",6.6566130800342e-232,0.372425821668133,0.704,0.356,2.24121505791672e-227,35,"Spectrin beta chain","Neural"
"SMED30031715",5.87489588640713e-214,0.477823884331708,0.664,0.357,1.97801869599442e-209,41,"Spectrin beta chain","Neural"
"SMED30031715",6.12903214766181e-152,0.323390803811516,0.734,0.357,2.06358383379625e-147,52,"Spectrin beta chain","Neural"
"SMED30031739",0,0.407920537817694,0.426,0.044,0,26,"Carboxypeptidase E","Neural"
"SMED30031788",0,0.297971931254867,0.314,0.006,0,52,"Neurogenic locus notch homolog protein 1","Neural"
"SMED30031788",0,0.35970488450744,0.276,0.006,0,55,"Neurogenic locus notch homolog protein 1","Cathepsin"
"SMED30031804",0,0.425888899604186,0.224,0.001,0,68,"Trypsin-like serine protease","Intestine"
"SMED30031855",0,0.378090665170198,0.342,0.01,0,10,"Glutamine synthetase","Cathepsin"
"SMED30031902",0,0.320771339520406,0.375,0.08,0,0,NA,"Muscle"
"SMED30031902",0,0.803551725395107,0.729,0.088,0,9,NA,"Muscle"
"SMED30031902",2.78920742957216e-150,0.318246642681012,0.427,0.106,9.39098249462652e-146,73,NA,"Protonephridia"
"SMED30031915",0,0.761240661064891,0.679,0.009,0,20,"Transient receptor potential cation channel subfamily M member 2","Neural"
"SMED30031947",0,0.28972074236513,0.243,0.025,0,15,"Long-chain-fatty-acid--CoA ligase ACSBG2","Intestine"
"SMED30031980",0,1.04499308268126,0.712,0.002,0,62,"Neuropeptide-18","Neural"
"SMED30031990",0,0.651640943916982,0.543,0.016,0,13,NA,"Epidermis"
"SMED30032042",0,0.53906207047287,0.295,0,0,80,NA,"Pharynx"
"SMED30032103",0,0.468327915202465,0.281,0.02,0,57,"Uncharacterised protein","Parenchymal"
"SMED30032103",0,1.40524424787421,0.737,0.018,0,44,"Uncharacterised protein","Parenchymal"
"SMED30032126",0,0.252091966162685,0.3,0.05,0,12,"Androglobin","Neural"
"SMED30032159",0,0.273536160497759,0.324,0.039,0,52,"Oxysterol-binding protein-related protein 6","Neural"
"SMED30032160",0,0.278200376185328,0.334,0.053,0,9,"Filamin","Muscle"
"SMED30032160",0,0.300888528735713,0.341,0.058,0,24,"Filamin","Muscle"
"SMED30032160",0,0.264795661111862,0.289,0.039,0,0,"Filamin","Muscle"
"SMED30032169",0,0.435781715472772,0.396,0.008,0,17,"Glycine amidinotransferase, mitochondrial","Epidermis"
"SMED30032290",0,0.293039317740434,0.187,0.001,0,40,NA,"Intestine"
"SMED30032343",0,0.420756279928806,0.403,0.041,0,31,"Retrotransposable element Tf2 155 kDa protein type 1","Cathepsin"
"SMED30032404",0,0.278625909324231,0.309,0.048,0,60,"Protocadherin Fat","Neural"
"SMED30032406",2.51327267579709e-130,0.514397111560362,0.536,0.121,8.46193777214123e-126,85,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",5.99844466564809e-34,0.289920046316542,0.374,0.121,2.01961633447706e-29,87,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",5.02384687069247e-260,0.474944595546378,0.49,0.12,1.69147900289345e-255,61,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",3.77856604283745e-158,0.255724340911755,0.328,0.12,1.27220540096294e-153,38,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",1.79761085433747e-278,0.464048240171978,0.478,0.12,6.05237598546883e-274,59,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.57289591596374,0.552,0.116,0,19,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.43498279400524,0.479,0.12,0,41,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.542009152632528,0.633,0.119,0,52,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.667600790428753,0.598,0.12,0,71,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",5.10541869055516e-264,0.355705512823612,0.438,0.12,1.71894341892302e-259,51,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.525158003220594,0.534,0.12,0,49,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",1.88363756672056e-247,0.420786382351214,0.433,0.12,6.34201932339144e-243,53,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.385064322271031,0.427,0.111,0,8,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",1.87927667734118e-256,0.450424170221046,0.489,0.12,6.32733664494e-252,62,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",2.11176848057252e-131,0.309423746217489,0.365,0.121,7.11011329723963e-127,58,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.443886918528773,0.5,0.12,0,54,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.665843685878911,0.68,0.118,0,37,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.406367515501555,0.495,0.118,0,26,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",3.88925485382307e-163,0.419551726970195,0.501,0.121,1.30947321673369e-158,79,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",6.4685145696035e-213,0.354877610590184,0.397,0.12,2.1778841704398e-208,47,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",0,0.278023802101519,0.323,0.119,0,18,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032406",5.67515270618673e-112,0.323213336402879,0.45,0.121,1.91076716464601e-107,81,"Mitogen-activated protein kinase kinase kinase 3","Neural"
"SMED30032428",0,0.402229285399424,0.327,0.028,0,65,"Protocadherin-9","Neural"
"SMED30032428",0,0.309575557382143,0.295,0.028,0,70,"Protocadherin-9","Neural"
"SMED30032428",0,0.273111248145227,0.28,0.028,0,63,"Protocadherin-9","Neural"
"SMED30032456",0,0.340787870836678,0.341,0.038,0,10,"Aldehyde dehydrogenase,putative","Cathepsin"
"SMED30032484",0,1.08173114750461,0.843,0.023,0,52,"Protocadherin-9","Neural"
"SMED30032484",0,0.300581083525581,0.246,0.023,0,18,"Protocadherin-9","Neural"
"SMED30032518",0,0.474178013951947,0.414,0.001,0,62,NA,"Neural"
"SMED30032627",0,0.284425172815814,0.303,0.026,0,26,"Protocadherin gamma-A1","Neural"
"SMED30032628",0,0.275289729009201,0.258,0.001,0,42,"Peptidase inhibitor 16","Parenchymal"
"SMED30032659",0,0.351957706789609,0.321,0.012,0,10,"Carboxypeptidase O","Cathepsin"
"SMED30032778",1.33422921071443e-25,-0.264341852168355,0.328,0.449,4.49221632955443e-21,56,NA,"Neural"
"SMED30032778",0,-0.254103012984311,0.256,0.467,0,1,NA,"Un-Annotated"
"SMED30032778",4.83913519781234e-15,-0.254278485565652,0.264,0.449,1.62928842975144e-10,83,NA,"Pharynx"
"SMED30032778",9.79071034207285e-279,0.303130349662462,0.733,0.445,3.29643426507251e-274,20,NA,"Neural"
"SMED30032778",0,0.267651885152748,0.585,0.436,0,2,NA,"Epidermis"
"SMED30032778",0,0.80968893807498,0.843,0.426,0,3,NA,"Protonephridia"
"SMED30032778",3.5253737604152e-44,-0.264966222462064,0.266,0.449,1.18695809139419e-39,43,NA,"Parenchymal"
"SMED30032778",1.53445181141203e-74,-0.250698623173047,0.343,0.45,5.16634580384315e-70,17,NA,"Epidermis"
"SMED30032778",3.54299955501326e-138,0.530904263847431,0.877,0.447,1.19289252017742e-133,73,NA,"Protonephridia"
"SMED30032778",0,-0.413866299852797,0.2,0.462,0,4,NA,"Stem Cells"
"SMED30032778",8.25373009157012e-24,-0.267009945024022,0.267,0.449,2.77894838453075e-19,69,NA,"Parenchymal"
"SMED30032778",7.09372145273086e-284,0.26712553423913,0.632,0.444,2.38838507591995e-279,11,NA,"Protonephridia"
"SMED30032778",4.40287397656788e-264,-0.365457695761411,0.241,0.452,1.48240363917064e-259,13,NA,"Epidermis"
"SMED30032815",0,0.362107577724768,0.338,0.003,0,31,NA,"Cathepsin"
"SMED30032818",0,0.48409478882619,0.273,0.003,0,64,"Zonadhesin","Neural"
"SMED30032833",0,0.323940337475969,0.396,0.083,0,24,"Titin","Muscle"
"SMED30032833",0,0.277166189639426,0.376,0.077,0,9,"Titin","Muscle"
"SMED30032833",0,0.382013257767039,0.419,0.053,0,0,"Titin","Muscle"
"SMED30032887",1.04180084179604e-37,-0.383174213844498,0.996,0.996,3.50763925424309e-33,48,NA,"Neural"
"SMED30032887",1.45222592688323e-29,-0.465729095090971,0.989,0.996,4.88949947322316e-25,79,NA,"Neural"
"SMED30032887",6.98683254987087e-149,-0.425544215243274,0.995,0.996,2.35239665121602e-144,19,NA,"Neural"
"SMED30032887",1.80970893664048e-21,-0.291395090177861,0.996,0.996,6.09310901877482e-17,49,NA,"Neural"
"SMED30032887",0,-0.512312260671519,0.997,0.996,0,1,NA,"Un-Annotated"
"SMED30032887",5.87303457937177e-14,-0.328655124243252,1,0.996,1.97739201252868e-09,81,NA,"Neural"
"SMED30032887",0,0.580788711831962,1,0.996,0,2,NA,"Epidermis"
"SMED30032887",1.45387301505734e-08,0.268370953260337,0.999,0.996,0.000489504505439657,69,NA,"Parenchymal"
"SMED30032887",2.67172604537937e-127,-0.534973964258381,0.992,0.996,8.99543442218782e-123,41,NA,"Neural"
